answer_id,model_name,provider_country,licence_type,map_code,graphical_complexity,viz_technique,symbol_scaling,diagram_structure,map_source,question_id,nuts_level,map_usage_type,task_type,test_mode,score
357,GPT o3,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,69,region,analysis,associate,batch,3.85
358,GPT o3,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,70,region,interpretation,interpret,batch,3.6
359,GPT o3,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,71,region,interpretation,cause/effect,batch,3.55
360,GPT o3,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,72,region,interpretation,predict,batch,3.75
361,GPT o3,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,73,country,reading,identify,batch,4.3
362,GPT o3,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,74,country,reading,locate,batch,4.8
363,GPT o3,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,75,country,reading,retrieve value,batch,5.0
364,GPT o3,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,76,country,analysis,compare,batch,4.8
365,GPT o3,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,77,country,analysis,cluster,batch,3.2
366,GPT o3,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,78,country,analysis,associate,batch,4.5
367,GPT o3,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,79,country,interpretation,interpret,batch,4.7
368,GPT o3,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,80,country,interpretation,cause/effect,batch,4.75
369,GPT o3,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,81,country,interpretation,predict,batch,5.0
370,GPT o3,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,82,country,reading,identify,batch,0.0
371,GPT o3,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,83,country,reading,locate,batch,5.0
372,GPT o3,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,84,country,reading,retrieve value,batch,0.0
373,GPT o3,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,85,country,analysis,compare,batch,4.8
374,GPT o3,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,86,country,analysis,cluster,batch,0.0
375,GPT o3,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,87,country,analysis,associate,batch,5.0
376,GPT o3,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,88,country,interpretation,interpret,batch,0.0
377,GPT o3,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,89,country,interpretation,cause/effect,batch,4.05
378,GPT o3,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,90,country,interpretation,predict,batch,0.0
379,GPT o3,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,91,country,reading,identify,batch,5.0
380,GPT o3,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,92,country,reading,locate,batch,4.8
381,GPT o3,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,93,country,reading,retrieve value,batch,5.0
382,GPT o3,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,94,country,analysis,compare,batch,4.1
383,GPT o3,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,95,country,analysis,cluster,batch,0.0
384,GPT o3,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,96,country,analysis,associate,batch,5.0
385,GPT o3,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,97,country,interpretation,interpret,batch,5.0
386,GPT o3,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,98,country,interpretation,cause/effect,batch,4.3
387,GPT o3,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,99,country,interpretation,predict,batch,4.25
388,GPT o3,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,100,country,reading,identify,batch,4.5
389,GPT o3,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,101,country,reading,locate,batch,0.0
390,GPT o3,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,102,country,reading,retrieve value,batch,0.0
391,GPT o3,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,103,country,analysis,compare,batch,3.85
392,GPT o3,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,104,country,analysis,cluster,batch,3.65
393,GPT o3,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,105,country,analysis,associate,batch,3.225
394,GPT o3,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,106,country,interpretation,interpret,batch,4.7
395,GPT o3,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,107,country,interpretation,cause/effect,batch,4.8
396,GPT o3,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,108,country,interpretation,predict,batch,5.0
397,GPT o3,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,109,country,reading,identify,batch,0.0
398,GPT o3,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,110,country,reading,locate,batch,0.0
399,GPT o3,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,111,country,reading,retrieve value,batch,5.0
400,GPT o3,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,112,country,analysis,compare,batch,0.0
401,GPT o3,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,113,country,analysis,cluster,batch,0.0
402,GPT o3,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,114,country,analysis,associate,batch,4.1
403,GPT o3,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,115,country,interpretation,interpret,batch,3.75
404,GPT o3,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,116,country,interpretation,cause/effect,batch,3.0
405,GPT o3,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,117,country,interpretation,predict,batch,4.5
406,GPT o3,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,118,region,reading,identify,batch,5.0
407,GPT o3,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,119,region,reading,locate,batch,0.0
408,GPT o3,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,120,region,reading,retrieve value,batch,5.0
409,GPT o3,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,121,region,analysis,compare,batch,5.0
410,GPT o3,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,122,region,analysis,cluster,batch,3.45
411,GPT o3,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,123,region,analysis,associate,batch,4.55
412,GPT o3,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,124,region,interpretation,interpret,batch,5.0
413,GPT o3,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,125,region,interpretation,cause/effect,batch,4.75
414,GPT o3,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,126,region,interpretation,predict,batch,4.75
415,GPT o3,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,127,region,reading,identify,batch,5.0
416,GPT o3,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,128,region,reading,locate,batch,5.0
417,GPT o3,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,129,region,reading,retrieve value,batch,5.0
418,GPT o3,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,130,region,analysis,compare,batch,4.3
419,GPT o3,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,131,region,analysis,cluster,batch,0.0
420,GPT o3,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,132,region,analysis,associate,batch,4.675
421,GPT o3,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,133,region,interpretation,interpret,batch,3.25
422,GPT o3,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,134,region,interpretation,cause/effect,batch,2.45
423,GPT o3,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,135,region,interpretation,predict,batch,4.75
424,GPT o3,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,136,region,reading,identify,batch,0.0
425,GPT o3,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,137,region,reading,locate,batch,0.0
426,GPT o3,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,138,region,reading,retrieve value,batch,5.0
427,GPT o3,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,139,region,analysis,compare,batch,5.0
428,GPT o3,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,140,region,analysis,cluster,batch,0.0
429,GPT o3,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,141,region,analysis,associate,batch,0.0
430,GPT o3,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,142,region,interpretation,interpret,batch,0.0
431,GPT o3,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,143,region,interpretation,cause/effect,batch,4.0
432,GPT o3,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,144,region,interpretation,predict,batch,0.0
433,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,1,country,reading,identify,batch,5.0
434,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,2,country,reading,locate,batch,4.8
435,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,3,country,reading,retrieve value,batch,5.0
436,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,4,country,analysis,compare,batch,4.3
437,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,5,country,analysis,cluster,batch,4.3
438,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,6,country,analysis,associate,batch,4.1
439,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,7,country,interpretation,interpret,batch,2.3
440,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,8,country,interpretation,cause/effect,batch,5.0
441,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,9,country,interpretation,predict,batch,0.0
442,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,10,country,reading,identify,batch,5.0
443,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,11,country,reading,locate,batch,5.0
444,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,12,country,reading,retrieve value,batch,5.0
445,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,13,country,analysis,compare,batch,4.1
446,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,14,country,analysis,cluster,batch,4.05
447,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,15,country,analysis,associate,batch,5.0
448,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,16,country,interpretation,interpret,batch,0.0
449,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,17,country,interpretation,cause/effect,batch,3.8
450,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,18,country,interpretation,predict,batch,5.0
451,Gemini 1.5 Pro,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,19,country,reading,identify,batch,5.0
452,Gemini 1.5 Pro,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,20,country,reading,locate,batch,0.0
453,Gemini 1.5 Pro,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,21,country,reading,retrieve value,batch,4.6
454,Gemini 1.5 Pro,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,22,country,analysis,compare,batch,4.3
455,Gemini 1.5 Pro,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,23,country,analysis,cluster,batch,0.0
456,Gemini 1.5 Pro,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,24,country,analysis,associate,batch,4.1
457,Gemini 1.5 Pro,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,25,country,interpretation,interpret,batch,3.55
458,Gemini 1.5 Pro,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,26,country,interpretation,cause/effect,batch,3.35
459,Gemini 1.5 Pro,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,27,country,interpretation,predict,batch,4.2
460,Gemini 1.5 Pro,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,28,region,reading,identify,batch,5.0
461,Gemini 1.5 Pro,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,29,region,reading,locate,batch,4.6
462,Gemini 1.5 Pro,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,30,region,reading,retrieve value,batch,0.0
463,Gemini 1.5 Pro,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,31,region,analysis,compare,batch,5.0
464,Gemini 1.5 Pro,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,32,region,analysis,cluster,batch,4.5
465,Gemini 1.5 Pro,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,33,region,analysis,associate,batch,4.6
466,Gemini 1.5 Pro,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,34,region,interpretation,interpret,batch,3.0
467,Gemini 1.5 Pro,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,35,region,interpretation,cause/effect,batch,4.3
468,Gemini 1.5 Pro,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,36,region,interpretation,predict,batch,4.55
469,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,37,region,reading,identify,batch,4.9
470,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,38,region,reading,locate,batch,4.6
471,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,39,region,reading,retrieve value,batch,4.5
472,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,40,region,analysis,compare,batch,4.3
473,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,41,region,analysis,cluster,batch,3.9
474,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,42,region,analysis,associate,batch,4.4
475,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,43,region,interpretation,interpret,batch,3.15
476,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,44,region,interpretation,cause/effect,batch,4.25
477,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,45,region,interpretation,predict,batch,3.85
478,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,46,region,reading,identify,batch,5.0
479,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,47,region,reading,locate,batch,0.0
480,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,48,region,reading,retrieve value,batch,4.6
481,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,49,region,analysis,compare,batch,4.5
482,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,50,region,analysis,cluster,batch,4.8
483,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,51,region,analysis,associate,batch,3.55
484,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,52,region,interpretation,interpret,batch,4.75
485,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,53,region,interpretation,cause/effect,batch,3.8
486,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,54,region,interpretation,predict,batch,4.3
487,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,55,region,reading,identify,batch,4.8
488,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,56,region,reading,locate,batch,0.0
489,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,57,region,reading,retrieve value,batch,5.0
490,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,58,region,analysis,compare,batch,3.6
491,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,59,region,analysis,cluster,batch,0.0
492,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,60,region,analysis,associate,batch,0.0
493,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,61,region,interpretation,interpret,batch,2.55
494,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,62,region,interpretation,cause/effect,batch,4.05
495,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,63,region,interpretation,predict,batch,2.55
496,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,64,region,reading,identify,batch,4.8
497,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,65,region,reading,locate,batch,0.0
498,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,66,region,reading,retrieve value,batch,0.0
499,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,67,region,analysis,compare,batch,0.0
500,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,68,region,analysis,cluster,batch,0.0
501,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,69,region,analysis,associate,batch,0.0
502,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,70,region,interpretation,interpret,batch,4.7
503,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,71,region,interpretation,cause/effect,batch,2.45
504,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,72,region,interpretation,predict,batch,3.75
505,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,73,country,reading,identify,batch,5.0
506,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,74,country,reading,locate,batch,4.8
507,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,75,country,reading,retrieve value,batch,4.5
508,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,76,country,analysis,compare,batch,3.8
509,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,77,country,analysis,cluster,batch,4.8
510,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,78,country,analysis,associate,batch,4.1
